,0
177,6.996555678288604
178,7.000933879850122
179,7.003929374472358
180,7.003438867935588
181,6.996955898080846
182,6.998521449850056
183,7.0045835596845984
184,6.997104151472193
185,7.00227106683567
186,6.999835226264434
187,7.002700803604382
188,6.998058883637354
189,6.997524678022806
190,6.999460832251005
191,6.9981528153102
192,7.003639013090535
193,7.001274992570384
194,7.00242621284342
195,7.000314019937487
196,6.996636490302238
197,7.001832956733516
198,6.99816175321641
199,7.003487927763999
200,6.999094148484062
201,7.003370213037398
202,7.004600754832295
203,6.997447145312261
204,7.001432930884557
205,6.996309838864777
206,6.99920633118295
207,7.004698827416955
208,7.004143352539497
209,6.995365245036451
210,7.00179034677445
211,6.998030618314982
212,7.0004685415470895
213,7.001666804599384
214,6.998029433037748
215,7.002080135938778
216,7.000706941843367
217,7.000150318742417
218,7.001737959196646
219,7.004778669705115
220,6.999516858378253
221,7.003945288767414
222,7.004893078944868
223,6.99783731829077
224,7.004698704868292
225,6.998922836663349
226,6.995127565390693
227,6.996445819531926
228,7.002291839165169
229,7.000436565975322
230,7.003785997859111
231,7.004757828179286
232,6.996903847852011
233,6.997382288692248
234,6.997757169289027
235,7.004290206640959
236,7.00281768184789
237,7.003094628140122
238,7.003905189229386
239,6.997210822823312
240,7.001093221071239
241,6.999081646305013
242,7.002828450134059
243,6.99709736025437
244,7.002496051750049
245,6.995238593976226
246,6.996348756393941
247,6.999605170903038
248,6.995468275053965
249,6.995066334925304
250,6.997435982072256
251,7.003847841931763
252,6.997024213709535
253,7.000715364548026
254,7.000975226620491
255,6.997374279084608
256,6.9983756650602995
257,7.003474084328713
258,7.000537789745036
259,6.997637279303794
260,6.997687678075386
261,6.996138801705841
262,7.0030306578524595
263,6.996668540255187
264,7.004142924711928
265,6.999526195664266
266,7.000638196495238
267,6.997769986375157
268,7.001158242022806
269,6.995199661270684
270,6.998791664408518
271,6.996865102737782
272,6.996595222518078
273,7.003798647583128
274,7.002287130608269
275,6.997636317037206
276,6.999277038246427
277,7.000863333339769
278,7.001418074917926
279,7.0041888192708655
280,6.997649086130921
281,6.996613169919193
282,7.004432970192431
283,6.997965081484544
284,6.996940682617623
285,6.996786908571414
286,6.998826671167399
